"October 02, 2019 at 01:49PM",13F-HR - M&R CAPITAL MANAGEMENT INC (0001057395) (Filer),https://www.sec.gov/Archives/edgar/data/1057395/000105739519000005/0001057395-19-000005-index.htm,<b>Filed:</b> 2019-10-02 <b>AccNo:</b> 0001057395-19-000005 <b>Size:</b> 272 KB
"October 02, 2019 at 02:32PM",13F-NT - JACKSON NATIONAL ASSET MANAGEMENT LLC (0001164772) (Filer),https://www.sec.gov/Archives/edgar/data/1164772/000116477219000004/0001164772-19-000004-index.htm,<b>Filed:</b> 2019-10-02 <b>AccNo:</b> 0001164772-19-000004 <b>Size:</b> 11 KB
"October 02, 2019 at 02:32PM",13F-HR - PRIVATE ASSET MANAGEMENT INC (0001026200) (Filer),https://www.sec.gov/Archives/edgar/data/1026200/000156761919019014/0001567619-19-019014-index.htm,<b>Filed:</b> 2019-10-02 <b>AccNo:</b> 0001567619-19-019014 <b>Size:</b> 67 KB
"October 02, 2019 at 02:45PM",13F-HR - DeGreen Capital Management LLC (0001536333) (Filer),https://www.sec.gov/Archives/edgar/data/1536333/000153633319000005/0001536333-19-000005-index.htm,<b>Filed:</b> 2019-10-02 <b>AccNo:</b> 0001536333-19-000005 <b>Size:</b> 13 KB
"October 02, 2019 at 02:58PM",13F-HR - NEVILLE RODIE & SHAW INC (0000071210) (Filer),https://www.sec.gov/Archives/edgar/data/71210/000007121019000004/0000071210-19-000004-index.htm,<b>Filed:</b> 2019-10-02 <b>AccNo:</b> 0000071210-19-000004 <b>Size:</b> 195 KB
"October 03, 2019 at 12:53PM",13F-NT - Swedbank Robur Fonder AB (0001547676) (Filer),https://www.sec.gov/Archives/edgar/data/1547676/000154767619000008/0001547676-19-000008-index.htm,<b>Filed:</b> 2019-10-03 <b>AccNo:</b> 0001547676-19-000008 <b>Size:</b> 2 KB
"October 03, 2019 at 01:30PM","13F-HR - FULTON BANK, N.A. (0000883782) (Filer)",https://www.sec.gov/Archives/edgar/data/883782/000095012319009276/0000950123-19-009276-index.htm,<b>Filed:</b> 2019-10-03 <b>AccNo:</b> 0000950123-19-009276 <b>Size:</b> 397 KB
"October 03, 2019 at 02:42PM",13F-HR - LYNCH & ASSOCIATES/IN (0001108965) (Filer),https://www.sec.gov/Archives/edgar/data/1108965/000110896519000004/0001108965-19-000004-index.htm,<b>Filed:</b> 2019-10-03 <b>AccNo:</b> 0001108965-19-000004 <b>Size:</b> 46 KB
"October 04, 2019 at 01:21PM",13F-HR - Indiana Trust & Investment Management CO (0001356407) (Filer),https://www.sec.gov/Archives/edgar/data/1356407/000135640719000004/0001356407-19-000004-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001356407-19-000004 <b>Size:</b> 85 KB
"October 04, 2019 at 03:41PM",13F-HR - Henry James International Management Inc. (0001750423) (Filer),https://www.sec.gov/Archives/edgar/data/1750423/000110465919053070/0001104659-19-053070-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001104659-19-053070 <b>Size:</b> 66 KB
"October 04, 2019 at 03:58PM",13F-HR - Landmark Bank (0001745164) (Filer),https://www.sec.gov/Archives/edgar/data/1745164/000174516419000005/0001745164-19-000005-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001745164-19-000005 <b>Size:</b> 91 KB
"October 04, 2019 at 04:15PM","13F-HR - OptiFour Integrated Wealth Management, LLC (0001775361) (Filer)",https://www.sec.gov/Archives/edgar/data/1775361/000177536119000009/0001775361-19-000009-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001775361-19-000009 <b>Size:</b> 35 KB
"October 04, 2019 at 04:15PM",13F-HR - Metropolis Capital Ltd (0001765388) (Filer),https://www.sec.gov/Archives/edgar/data/1765388/000176538819000008/0001765388-19-000008-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001765388-19-000008 <b>Size:</b> 8 KB
"October 04, 2019 at 04:37PM",13F-NT/A - EASTSPRING INVESTMENTS (SINGAPORE) LTD (0001512287) (Filer),https://www.sec.gov/Archives/edgar/data/1512287/000089841719000047/0000898417-19-000047-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0000898417-19-000047 <b>Size:</b> 3 KB
"October 04, 2019 at 04:40PM",13F-NT/A - Eastspring Securities Investment Trust Co. Ltd (0001512285) (Filer),https://www.sec.gov/Archives/edgar/data/1512285/000089841719000048/0000898417-19-000048-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0000898417-19-000048 <b>Size:</b> 3 KB
"October 04, 2019 at 04:43PM",13F-NT/A - Eastspring Asset Management Korea Co. Ltd. (0001697766) (Filer),https://www.sec.gov/Archives/edgar/data/1697766/000089841719000049/0000898417-19-000049-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0000898417-19-000049 <b>Size:</b> 3 KB
"October 04, 2019 at 04:46PM","13F-NT - TMB Asset Management Co., Ltd. (0001789152) (Filer)",https://www.sec.gov/Archives/edgar/data/1789152/000089841719000050/0000898417-19-000050-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0000898417-19-000050 <b>Size:</b> 3 KB
"October 04, 2019 at 04:55PM",13F-HR - COURIER CAPITAL LLC (0001015247) (Filer),https://www.sec.gov/Archives/edgar/data/1015247/000176784119000004/0001767841-19-000004-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001767841-19-000004 <b>Size:</b> 134 KB
"October 04, 2019 at 04:57PM","13F-HR - Hefren-Tillotson, Inc. (0001581793) (Filer)",https://www.sec.gov/Archives/edgar/data/1581793/000158179319000004/0001581793-19-000004-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001581793-19-000004 <b>Size:</b> 9 KB
"October 04, 2019 at 05:00PM","13F-HR - Sound Income Strategies, LLC (0001730960) (Filer)",https://www.sec.gov/Archives/edgar/data/1730960/000114420419047287/0001144204-19-047287-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001144204-19-047287 <b>Size:</b> 348 KB
"October 04, 2019 at 05:23PM",13F-HR/A - PRUDENTIAL PLC (0000898419) (Filer),https://www.sec.gov/Archives/edgar/data/898419/000089841719000051/0000898417-19-000051-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0000898417-19-000051 <b>Size:</b> 505 KB
"October 04, 2019 at 05:58PM",13F-HR - Grassi Investment Management (0001608531) (Filer),https://www.sec.gov/Archives/edgar/data/1608531/000160853119000004/0001608531-19-000004-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001608531-19-000004 <b>Size:</b> 57 KB
"October 04, 2019 at 06:19PM",13F-NT - BISHOP STREET CAPITAL MANAGEMENT CORP (0001132217) (Filer),https://www.sec.gov/Archives/edgar/data/1132217/000113221719000004/0001132217-19-000004-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001132217-19-000004 <b>Size:</b> 2 KB
"October 04, 2019 at 06:45PM","13F-HR - Ironwood Wealth Management, LLC. (0001692820) (Filer)",https://www.sec.gov/Archives/edgar/data/1692820/000114420419047306/0001144204-19-047306-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001144204-19-047306 <b>Size:</b> 29 KB
"October 04, 2019 at 07:03PM","13F-HR - Edgehill Endowment Partners, LLC (0001676623) (Filer)",https://www.sec.gov/Archives/edgar/data/1676623/000106299319003816/0001062993-19-003816-index.htm,<b>Filed:</b> 2019-10-04 <b>AccNo:</b> 0001062993-19-003816 <b>Size:</b> 6 KB
